Area_Name,Year,Group_Name,Sub_Group_Name,Trial_of_Violent_Crimes_by_Courts_By_Confession,Trial_of_Violent_Crimes_by_Courts_By_trial,Trial_of_Violent_Crimes_by_Courts_Total
Andhra Pradesh,2008,TVC- Rape,04. Rape,0.0,812,812
Arunachal Pradesh,2008,TVC- Rape,04. Rape,0.0,2,2
Assam,2008,TVC- Rape,04. Rape,11.0,577,588
Bihar,2008,TVC- Rape,04. Rape,0.0,729,729
Chhattisgarh,2008,TVC- Rape,04. Rape,208.0,678,886
Gujarat,2008,TVC- Rape,04. Rape,3.0,210,213
Haryana,2008,TVC- Rape,04. Rape,0.0,454,454
Himachal Pradesh,2008,TVC- Rape,04. Rape,0.0,116,116
Jammu & Kashmir,2008,TVC- Rape,04. Rape,0.0,141,141
Jharkhand,2008,TVC- Rape,04. Rape,39.0,591,630
Karnataka,2008,TVC- Rape,04. Rape,11.0,325,336
Maharashtra,2008,TVC- Rape,04. Rape,2.0,1047,1049
Manipur,2008,TVC- Rape,04. Rape,0.0,0,0
Meghalaya,2008,TVC- Rape,04. Rape,2.0,24,26
Mizoram,2008,TVC- Rape,04. Rape,12.0,80,92
Nagaland,2008,TVC- Rape,04. Rape,1.0,14,15
Odisha,2008,TVC- Rape,04. Rape,0.0,645,645
Rajasthan,2008,TVC- Rape,04. Rape,1.0,662,663
Tamil Nadu,2008,TVC- Rape,04. Rape,0.0,432,432
West Bengal,2008,TVC- Rape,04. Rape,0.0,905,905
Andhra Pradesh,2009,TVC- Rape,04. Rape,0.0,967,967
Arunachal Pradesh,2009,TVC- Rape,04. Rape,0.0,5,5
Assam,2009,TVC- Rape,04. Rape,13.0,486,499
Bihar,2009,TVC- Rape,04. Rape,0.0,738,738
Chandigarh,2009,TVC- Rape,04. Rape,0.0,28,28
Chhattisgarh,2009,TVC- Rape,04. Rape,219.0,612,831
Gujarat,2009,TVC- Rape,04. Rape,4.0,179,183
Haryana,2009,TVC- Rape,04. Rape,0.0,475,475
Himachal Pradesh,2009,TVC- Rape,04. Rape,0.0,118,118
Jammu & Kashmir,2009,TVC- Rape,04. Rape,0.0,206,206
Jharkhand,2009,TVC- Rape,04. Rape,2.0,720,722
Karnataka,2009,TVC- Rape,04. Rape,109.0,233,342
Madhya Pradesh,2009,TVC- Rape,04. Rape,0.0,2278,2278
Maharashtra,2009,TVC- Rape,04. Rape,1.0,952,953
Manipur,2009,TVC- Rape,04. Rape,0.0,0,0
Meghalaya,2009,TVC- Rape,04. Rape,0.0,23,23
Mizoram,2009,TVC- Rape,04. Rape,54.0,12,66
Nagaland,2009,TVC- Rape,04. Rape,3.0,8,11
Odisha,2009,TVC- Rape,04. Rape,0.0,673,673
Tamil Nadu,2009,TVC- Rape,04. Rape,4.0,402,406
Tripura,2009,TVC- Rape,04. Rape,2.0,94,96
West Bengal,2009,TVC- Rape,04. Rape,15.0,846,861
Andhra Pradesh,2010,TVC- Rape,04. Rape,0.0,1031,1031
Arunachal Pradesh,2010,TVC- Rape,04. Rape,0.0,6,6
Assam,2010,TVC- Rape,04. Rape,21.0,505,526
Chandigarh,2010,TVC- Rape,04. Rape,0.0,31,31
Chhattisgarh,2010,TVC- Rape,04. Rape,204.0,621,825
Goa,2010,TVC- Rape,04. Rape,0.0,27,27
Gujarat,2010,TVC- Rape,04. Rape,7.0,180,187
Himachal Pradesh,2010,TVC- Rape,04. Rape,0.0,110,110
Jammu & Kashmir,2010,TVC- Rape,04. Rape,0.0,143,143
Jharkhand,2010,TVC- Rape,04. Rape,1.0,595,596
Karnataka,2010,TVC- Rape,04. Rape,4.0,346,350
Kerala,2010,TVC- Rape,04. Rape,0.0,256,256
Maharashtra,2010,TVC- Rape,04. Rape,4.0,1044,1048
Manipur,2010,TVC- Rape,04. Rape,0.0,3,3
Meghalaya,2010,TVC- Rape,04. Rape,0.0,9,9
Mizoram,2010,TVC- Rape,04. Rape,11.0,76,87
Nagaland,2010,TVC- Rape,04. Rape,8.0,11,19
Odisha,2010,TVC- Rape,04. Rape,0.0,666,666
Tamil Nadu,2010,TVC- Rape,04. Rape,11.0,421,432
West Bengal,2010,TVC- Rape,04. Rape,13.0,642,655
Andhra Pradesh,2001,TVC- Riots,09. Riots,32.0,2182,2214
Arunachal Pradesh,2001,TVC- Riots,09. Riots,0.0,2,2
Assam,2001,TVC- Riots,09. Riots,51.0,1412,1463
Bihar,2001,TVC- Riots,09. Riots,0.0,4879,4879
Chandigarh,2001,TVC- Riots,09. Riots,0.0,48,48
Chhattisgarh,2001,TVC- Riots,09. Riots,126.0,118,244
Delhi,2001,TVC- Riots,09. Riots,9.0,28,37
Gujarat,2001,TVC- Riots,09. Riots,2.0,910,912
Haryana,2001,TVC- Riots,09. Riots,27.0,833,860
Himachal Pradesh,2001,TVC- Riots,09. Riots,0.0,356,356
Jammu & Kashmir,2001,TVC- Riots,09. Riots,0.0,305,305
Jharkhand,2001,TVC- Riots,09. Riots,19.0,1500,1519
Karnataka,2001,TVC- Riots,09. Riots,23.0,5476,5499
Kerala,2001,TVC- Riots,09. Riots,143.0,3530,3673
Maharashtra,2001,TVC- Riots,09. Riots,122.0,3098,3220
Meghalaya,2001,TVC- Riots,09. Riots,0.0,8,8
Mizoram,2001,TVC- Riots,09. Riots,0.0,2,2
Nagaland,2001,TVC- Riots,09. Riots,2.0,0,2
Odisha,2001,TVC- Riots,09. Riots,0.0,1367,1367
Sikkim,2001,TVC- Riots,09. Riots,4.0,8,12
Tamil Nadu,2001,TVC- Riots,09. Riots,203.0,3698,3901
Uttar Pradesh,2001,TVC- Riots,09. Riots,28.0,4317,4345
Uttarakhand,2001,TVC- Riots,09. Riots,34.0,146,180
West Bengal,2001,TVC- Riots,09. Riots,1.0,1770,1771
Andaman & Nicobar Islands,2002,TVC- Riots,09. Riots,0.0,4,4
Andhra Pradesh,2002,TVC- Riots,09. Riots,0.0,2061,2061
Assam,2002,TVC- Riots,09. Riots,25.0,1341,1366
Bihar,2002,TVC- Riots,09. Riots,2.0,4591,4593
Chandigarh,2002,TVC- Riots,09. Riots,0.0,46,46
Chhattisgarh,2002,TVC- Riots,09. Riots,406.0,712,1118
Daman & Diu,2002,TVC- Riots,09. Riots,0.0,11,11
Delhi,2002,TVC- Riots,09. Riots,0.0,59,59
Gujarat,2002,TVC- Riots,09. Riots,8.0,818,826
Haryana,2002,TVC- Riots,09. Riots,4.0,509,513
Himachal Pradesh,2002,TVC- Riots,09. Riots,7.0,273,280
Jammu & Kashmir,2002,TVC- Riots,09. Riots,0.0,353,353
Karnataka,2002,TVC- Riots,09. Riots,0.0,4532,4532
Kerala,2002,TVC- Riots,09. Riots,44.0,3696,3740
Lakshadweep,2002,TVC- Riots,09. Riots,0.0,2,2
Madhya Pradesh,2002,TVC- Riots,09. Riots,186.0,1395,1581
Maharashtra,2002,TVC- Riots,09. Riots,111.0,3289,3400
Meghalaya,2002,TVC- Riots,09. Riots,0.0,8,8
Nagaland,2002,TVC- Riots,09. Riots,0.0,1,1
Odisha,2002,TVC- Riots,09. Riots,0.0,881,881
Puducherry,2002,TVC- Riots,09. Riots,118.0,139,257
Punjab,2002,TVC- Riots,09. Riots,0.0,0,0
Rajasthan,2002,TVC- Riots,09. Riots,54.0,9223,9277
Tamil Nadu,2002,TVC- Riots,09. Riots,257.0,4036,4293
Uttar Pradesh,2002,TVC- Riots,09. Riots,24.0,4235,4259
Uttarakhand,2002,TVC- Riots,09. Riots,48.0,107,155
West Bengal,2002,TVC- Riots,09. Riots,0.0,2580,2580
Andaman & Nicobar Islands,2003,TVC- Riots,09. Riots,0.0,6,6
Andhra Pradesh,2003,TVC- Riots,09. Riots,0.0,1390,1390
Arunachal Pradesh,2003,TVC- Riots,09. Riots,0.0,0,0
Assam,2003,TVC- Riots,09. Riots,14.0,1658,1672
Bihar,2003,TVC- Riots,09. Riots,0.0,5585,5585
Chandigarh,2003,TVC- Riots,09. Riots,0.0,29,29
Chhattisgarh,2003,TVC- Riots,09. Riots,0.0,275,275
Daman & Diu,2003,TVC- Riots,09. Riots,0.0,6,6
Gujarat,2003,TVC- Riots,09. Riots,11.0,969,980
Haryana,2003,TVC- Riots,09. Riots,2.0,570,572
Himachal Pradesh,2003,TVC- Riots,09. Riots,22.0,276,298
Jammu & Kashmir,2003,TVC- Riots,09. Riots,0.0,389,389
Jharkhand,2003,TVC- Riots,09. Riots,0.0,1600,1600
Karnataka,2003,TVC- Riots,09. Riots,14.0,4470,4484
Kerala,2003,TVC- Riots,09. Riots,76.0,4006,4082
Lakshadweep,2003,TVC- Riots,09. Riots,0.0,2,2
Maharashtra,2003,TVC- Riots,09. Riots,124.0,3360,3484
Meghalaya,2003,TVC- Riots,09. Riots,0.0,0,0
Nagaland,2003,TVC- Riots,09. Riots,0.0,0,0
Odisha,2003,TVC- Riots,09. Riots,0.0,1445,1445
Puducherry,2003,TVC- Riots,09. Riots,67.0,16,83
Punjab,2003,TVC- Riots,09. Riots,0.0,9,9
Rajasthan,2003,TVC- Riots,09. Riots,36.0,5478,5514
Tamil Nadu,2003,TVC- Riots,09. Riots,395.0,4303,4698
Uttar Pradesh,2003,TVC- Riots,09. Riots,38.0,2987,3025
Uttarakhand,2003,TVC- Riots,09. Riots,23.0,158,181
West Bengal,2003,TVC- Riots,09. Riots,2.0,2773,2775
Andhra Pradesh,2004,TVC- Riots,09. Riots,0.0,1450,1450
Arunachal Pradesh,2004,TVC- Riots,09. Riots,0.0,5,5
Assam,2004,TVC- Riots,09. Riots,56.0,2190,2246
Bihar,2004,TVC- Riots,09. Riots,0.0,5398,5398
Chandigarh,2004,TVC- Riots,09. Riots,0.0,52,52
Chhattisgarh,2004,TVC- Riots,09. Riots,51.0,220,271
Gujarat,2004,TVC- Riots,09. Riots,2.0,927,929
Haryana,2004,TVC- Riots,09. Riots,2.0,565,567
Himachal Pradesh,2004,TVC- Riots,09. Riots,0.0,843,843
Jammu & Kashmir,2004,TVC- Riots,09. Riots,4.0,523,527
Karnataka,2004,TVC- Riots,09. Riots,14.0,4754,4768
Kerala,2004,TVC- Riots,09. Riots,70.0,4556,4626
Maharashtra,2004,TVC- Riots,09. Riots,32.0,2754,2786
Manipur,2004,TVC- Riots,09. Riots,0.0,0,0
Meghalaya,2004,TVC- Riots,09. Riots,0.0,0,0
Mizoram,2004,TVC- Riots,09. Riots,0.0,0,0
Nagaland,2004,TVC- Riots,09. Riots,1.0,15,16
Odisha,2004,TVC- Riots,09. Riots,0.0,1334,1334
Punjab,2004,TVC- Riots,09. Riots,0.0,0,0
Rajasthan,2004,TVC- Riots,09. Riots,32.0,4476,4508
Tamil Nadu,2004,TVC- Riots,09. Riots,68.0,3975,4043
Uttar Pradesh,2004,TVC- Riots,09. Riots,17.0,2564,2581
West Bengal,2004,TVC- Riots,09. Riots,1.0,1312,1313
Andhra Pradesh,2005,TVC- Riots,09. Riots,0.0,1350,1350
Arunachal Pradesh,2005,TVC- Riots,09. Riots,0.0,3,3
Assam,2005,TVC- Riots,09. Riots,18.0,1635,1653
Bihar,2005,TVC- Riots,09. Riots,0.0,5305,5305
Chandigarh,2005,TVC- Riots,09. Riots,0.0,21,21
Chhattisgarh,2005,TVC- Riots,09. Riots,78.0,188,266
Gujarat,2005,TVC- Riots,09. Riots,13.0,743,756
Haryana,2005,TVC- Riots,09. Riots,0.0,771,771
Himachal Pradesh,2005,TVC- Riots,09. Riots,0.0,387,387
Jammu & Kashmir,2005,TVC- Riots,09. Riots,0.0,572,572
Jharkhand,2005,TVC- Riots,09. Riots,42.0,1567,1609
Karnataka,2005,TVC- Riots,09. Riots,2.0,5057,5059
Maharashtra,2005,TVC- Riots,09. Riots,18.0,3021,3039
Manipur,2005,TVC- Riots,09. Riots,0.0,0,0
Meghalaya,2005,TVC- Riots,09. Riots,0.0,7,7
Mizoram,2005,TVC- Riots,09. Riots,1.0,3,4
Nagaland,2005,TVC- Riots,09. Riots,0.0,4,4
Odisha,2005,TVC- Riots,09. Riots,0.0,944,944
Punjab,2005,TVC- Riots,09. Riots,0.0,0,0
Rajasthan,2005,TVC- Riots,09. Riots,28.0,4166,4194
Tamil Nadu,2005,TVC- Riots,09. Riots,88.0,3679,3767
Uttar Pradesh,2005,TVC- Riots,09. Riots,0.0,2904,2904
West Bengal,2005,TVC- Riots,09. Riots,2.0,1408,1410
Andhra Pradesh,2006,TVC- Riots,09. Riots,0.0,1566,1566
Arunachal Pradesh,2006,TVC- Riots,09. Riots,0.0,8,8
Assam,2006,TVC- Riots,09. Riots,24.0,1699,1723
Bihar,2006,TVC- Riots,09. Riots,161.0,5256,5417
Chandigarh,2006,TVC- Riots,09. Riots,0.0,36,36
Chhattisgarh,2006,TVC- Riots,09. Riots,112.0,162,274
Dadra & Nagar Haveli,2006,TVC- Riots,09. Riots,0.0,19,19
Daman & Diu,2006,TVC- Riots,09. Riots,0.0,12,12
Gujarat,2006,TVC- Riots,09. Riots,24.0,972,996
Himachal Pradesh,2006,TVC- Riots,09. Riots,0.0,279,279
Jammu & Kashmir,2006,TVC- Riots,09. Riots,0.0,642,642
Jharkhand,2006,TVC- Riots,09. Riots,2.0,1893,1895
Karnataka,2006,TVC- Riots,09. Riots,2.0,4830,4832
Lakshadweep,2006,TVC- Riots,09. Riots,0.0,0,0
Maharashtra,2006,TVC- Riots,09. Riots,8.0,3273,3281
Manipur,2006,TVC- Riots,09. Riots,0.0,0,0
Meghalaya,2006,TVC- Riots,09. Riots,0.0,3,3
Mizoram,2006,TVC- Riots,09. Riots,0.0,21,21
Nagaland,2006,TVC- Riots,09. Riots,0.0,0,0
Odisha,2006,TVC- Riots,09. Riots,0.0,847,847
Rajasthan,2006,TVC- Riots,09. Riots,5.0,4661,4666
Tamil Nadu,2006,TVC- Riots,09. Riots,3.0,2491,2494
Uttar Pradesh,2006,TVC- Riots,09. Riots,0.0,2935,2935
West Bengal,2006,TVC- Riots,09. Riots,0.0,2798,2798
Andhra Pradesh,2007,TVC- Riots,09. Riots,0.0,1219,1219
Arunachal Pradesh,2007,TVC- Riots,09. Riots,0.0,2,2
Assam,2007,TVC- Riots,09. Riots,31.0,1547,1578
Bihar,2007,TVC- Riots,09. Riots,0.0,7067,7067
Chandigarh,2007,TVC- Riots,09. Riots,0.0,41,41
Chhattisgarh,2007,TVC- Riots,09. Riots,193.0,275,468
Gujarat,2007,TVC- Riots,09. Riots,24.0,863,887
Haryana,2007,TVC- Riots,09. Riots,0.0,564,564
Himachal Pradesh,2007,TVC- Riots,09. Riots,0.0,315,315
Jammu & Kashmir,2007,TVC- Riots,09. Riots,0.0,435,435
Karnataka,2007,TVC- Riots,09. Riots,24.0,4149,4173
Madhya Pradesh,2007,TVC- Riots,09. Riots,0.0,1581,1581
Maharashtra,2007,TVC- Riots,09. Riots,13.0,3355,3368
Manipur,2007,TVC- Riots,09. Riots,0.0,3,3
Meghalaya,2007,TVC- Riots,09. Riots,0.0,4,4
Mizoram,2007,TVC- Riots,09. Riots,0.0,8,8
Nagaland,2007,TVC- Riots,09. Riots,0.0,1,1
Odisha,2007,TVC- Riots,09. Riots,0.0,726,726
Tamil Nadu,2007,TVC- Riots,09. Riots,5.0,1737,1742
West Bengal,2007,TVC- Riots,09. Riots,0.0,1982,1982
Andhra Pradesh,2008,TVC- Riots,09. Riots,0.0,1200,1200
Arunachal Pradesh,2008,TVC- Riots,09. Riots,0.0,1,1
Assam,2008,TVC- Riots,09. Riots,27.0,1227,1254
Bihar,2008,TVC- Riots,09. Riots,0.0,5070,5070
Chhattisgarh,2008,TVC- Riots,09. Riots,154.0,349,503
Gujarat,2008,TVC- Riots,09. Riots,30.0,970,1000
Haryana,2008,TVC- Riots,09. Riots,0.0,668,668
Himachal Pradesh,2008,TVC- Riots,09. Riots,0.0,354,354
Jammu & Kashmir,2008,TVC- Riots,09. Riots,2.0,296,298
Jharkhand,2008,TVC- Riots,09. Riots,71.0,2167,2238
Karnataka,2008,TVC- Riots,09. Riots,117.0,4417,4534
Kerala,2008,TVC- Riots,09. Riots,8.0,5098,5106
Maharashtra,2008,TVC- Riots,09. Riots,9.0,5282,5291
Manipur,2008,TVC- Riots,09. Riots,0.0,2,2
Meghalaya,2008,TVC- Riots,09. Riots,0.0,2,2
Mizoram,2008,TVC- Riots,09. Riots,0.0,2,2
Nagaland,2008,TVC- Riots,09. Riots,0.0,2,2
Odisha,2008,TVC- Riots,09. Riots,0.0,873,873
Rajasthan,2008,TVC- Riots,09. Riots,1.0,3000,3001
Sikkim,2008,TVC- Riots,09. Riots,5.0,1,6
Tamil Nadu,2008,TVC- Riots,09. Riots,18.0,1836,1854
West Bengal,2008,TVC- Riots,09. Riots,0.0,2800,2800
Andhra Pradesh,2009,TVC- Riots,09. Riots,0.0,1352,1352
Arunachal Pradesh,2009,TVC- Riots,09. Riots,0.0,0,0
Assam,2009,TVC- Riots,09. Riots,31.0,913,944
Bihar,2009,TVC- Riots,09. Riots,0.0,4725,4725
Chandigarh,2009,TVC- Riots,09. Riots,0.0,45,45
Chhattisgarh,2009,TVC- Riots,09. Riots,117.0,274,391
Gujarat,2009,TVC- Riots,09. Riots,31.0,877,908
Haryana,2009,TVC- Riots,09. Riots,0.0,724,724
Himachal Pradesh,2009,TVC- Riots,09. Riots,0.0,364,364
Jammu & Kashmir,2009,TVC- Riots,09. Riots,0.0,481,481
Jharkhand,2009,TVC- Riots,09. Riots,0.0,2650,2650
Karnataka,2009,TVC- Riots,09. Riots,171.0,3256,3427
Kerala,2009,TVC- Riots,09. Riots,11.0,4623,4634
Madhya Pradesh,2009,TVC- Riots,09. Riots,0.0,2017,2017
Maharashtra,2009,TVC- Riots,09. Riots,5.0,3948,3953
Manipur,2009,TVC- Riots,09. Riots,0.0,0,0
Meghalaya,2009,TVC- Riots,09. Riots,0.0,2,2
Nagaland,2009,TVC- Riots,09. Riots,1.0,2,3
Odisha,2009,TVC- Riots,09. Riots,0.0,951,951
Tamil Nadu,2009,TVC- Riots,09. Riots,9.0,1811,1820
Tripura,2009,TVC- Riots,09. Riots,9.0,59,68
West Bengal,2009,TVC- Riots,09. Riots,2.0,1959,1961
Andhra Pradesh,2010,TVC- Riots,09. Riots,0.0,1706,1706
Arunachal Pradesh,2010,TVC- Riots,09. Riots,0.0,6,6
Assam,2010,TVC- Riots,09. Riots,59.0,942,1001
Chandigarh,2010,TVC- Riots,09. Riots,0.0,68,68
Chhattisgarh,2010,TVC- Riots,09. Riots,266.0,680,946
Daman & Diu,2010,TVC- Riots,09. Riots,0.0,16,16
Goa,2010,TVC- Riots,09. Riots,0.0,50,50
Gujarat,2010,TVC- Riots,09. Riots,60.0,798,858
Himachal Pradesh,2010,TVC- Riots,09. Riots,0.0,275,275
Jammu & Kashmir,2010,TVC- Riots,09. Riots,4.0,500,504
Jharkhand,2010,TVC- Riots,09. Riots,2.0,2290,2292
Karnataka,2010,TVC- Riots,09. Riots,64.0,4018,4082
Kerala,2010,TVC- Riots,09. Riots,22.0,5081,5103
Madhya Pradesh,2010,TVC- Riots,09. Riots,0.0,3155,3155
Maharashtra,2010,TVC- Riots,09. Riots,44.0,4548,4592
Manipur,2010,TVC- Riots,09. Riots,0.0,3,3
Meghalaya,2010,TVC- Riots,09. Riots,0.0,1,1
Mizoram,2010,TVC- Riots,09. Riots,0.0,0,0
Nagaland,2010,TVC- Riots,09. Riots,3.0,1,4
Odisha,2010,TVC- Riots,09. Riots,0.0,1320,1320
Puducherry,2010,TVC- Riots,09. Riots,38.0,152,190
Tamil Nadu,2010,TVC- Riots,09. Riots,0.0,1617,1617
Tripura,2010,TVC- Riots,09. Riots,5.0,67,72
West Bengal,2010,TVC- Riots,09. Riots,0.0,2011,2011
Andhra Pradesh,2001,TVC- Robbery,08. Robbery,0.0,514,514
Arunachal Pradesh,2001,TVC- Robbery,08. Robbery,0.0,32,32
Assam,2001,TVC- Robbery,08. Robbery,10.0,209,219
Bihar,2001,TVC- Robbery,08. Robbery,3.0,871,874
Chandigarh,2001,TVC- Robbery,08. Robbery,0.0,6,6
Chhattisgarh,2001,TVC- Robbery,08. Robbery,26.0,88,114
Gujarat,2001,TVC- Robbery,08. Robbery,1.0,265,266
Haryana,2001,TVC- Robbery,08. Robbery,0.0,241,241
Himachal Pradesh,2001,TVC- Robbery,08. Robbery,0.0,14,14
Jammu & Kashmir,2001,TVC- Robbery,08. Robbery,0.0,25,25
Jharkhand,2001,TVC- Robbery,08. Robbery,3.0,283,286
Karnataka,2001,TVC- Robbery,08. Robbery,0.0,512,512
Kerala,2001,TVC- Robbery,08. Robbery,2.0,136,138
Maharashtra,2001,TVC- Robbery,08. Robbery,26.0,991,1017
Meghalaya,2001,TVC- Robbery,08. Robbery,6.0,4,10
Mizoram,2001,TVC- Robbery,08. Robbery,1.0,14,15
Nagaland,2001,TVC- Robbery,08. Robbery,7.0,7,14
Odisha,2001,TVC- Robbery,08. Robbery,0.0,717,717
Tamil Nadu,2001,TVC- Robbery,08. Robbery,6.0,471,477
Uttar Pradesh,2001,TVC- Robbery,08. Robbery,7.0,1849,1856
West Bengal,2001,TVC- Robbery,08. Robbery,0.0,207,207
Andaman & Nicobar Islands,2002,TVC- Robbery,08. Robbery,0.0,2,2
Andhra Pradesh,2002,TVC- Robbery,08. Robbery,0.0,589,589
Assam,2002,TVC- Robbery,08. Robbery,5.0,186,191
Bihar,2002,TVC- Robbery,08. Robbery,0.0,740,740
Chandigarh,2002,TVC- Robbery,08. Robbery,0.0,14,14
Chhattisgarh,2002,TVC- Robbery,08. Robbery,83.0,232,315
Daman & Diu,2002,TVC- Robbery,08. Robbery,0.0,0,0
Delhi,2002,TVC- Robbery,08. Robbery,0.0,372,372
Gujarat,2002,TVC- Robbery,08. Robbery,3.0,247,250
Haryana,2002,TVC- Robbery,08. Robbery,0.0,276,276
Himachal Pradesh,2002,TVC- Robbery,08. Robbery,0.0,8,8
Jammu & Kashmir,2002,TVC- Robbery,08. Robbery,0.0,32,32
Jharkhand,2002,TVC- Robbery,08. Robbery,4.0,219,223
Karnataka,2002,TVC- Robbery,08. Robbery,0.0,528,528
Kerala,2002,TVC- Robbery,08. Robbery,1.0,140,141
Madhya Pradesh,2002,TVC- Robbery,08. Robbery,0.0,943,943
Maharashtra,2002,TVC- Robbery,08. Robbery,1.0,1055,1056
Meghalaya,2002,TVC- Robbery,08. Robbery,4.0,21,25
Mizoram,2002,TVC- Robbery,08. Robbery,1.0,3,4
Nagaland,2002,TVC- Robbery,08. Robbery,3.0,8,11
Odisha,2002,TVC- Robbery,08. Robbery,0.0,615,615
Punjab,2002,TVC- Robbery,08. Robbery,0.0,34,34
Tamil Nadu,2002,TVC- Robbery,08. Robbery,12.0,527,539
Uttar Pradesh,2002,TVC- Robbery,08. Robbery,4.0,2300,2304
West Bengal,2002,TVC- Robbery,08. Robbery,0.0,304,304
Andaman & Nicobar Islands,2003,TVC- Robbery,08. Robbery,0.0,1,1
Andhra Pradesh,2003,TVC- Robbery,08. Robbery,0.0,454,454
Arunachal Pradesh,2003,TVC- Robbery,08. Robbery,0.0,6,6
Assam,2003,TVC- Robbery,08. Robbery,12.0,265,277
Bihar,2003,TVC- Robbery,08. Robbery,0.0,847,847
Chandigarh,2003,TVC- Robbery,08. Robbery,0.0,7,7
Chhattisgarh,2003,TVC- Robbery,08. Robbery,0.0,110,110
Daman & Diu,2003,TVC- Robbery,08. Robbery,0.0,0,0
Gujarat,2003,TVC- Robbery,08. Robbery,2.0,292,294
Haryana,2003,TVC- Robbery,08. Robbery,0.0,315,315
Himachal Pradesh,2003,TVC- Robbery,08. Robbery,0.0,11,11
Jammu & Kashmir,2003,TVC- Robbery,08. Robbery,0.0,25,25
Jharkhand,2003,TVC- Robbery,08. Robbery,0.0,265,265
Karnataka,2003,TVC- Robbery,08. Robbery,0.0,509,509
Maharashtra,2003,TVC- Robbery,08. Robbery,18.0,942,960
Meghalaya,2003,TVC- Robbery,08. Robbery,4.0,8,12
Mizoram,2003,TVC- Robbery,08. Robbery,2.0,5,7
Nagaland,2003,TVC- Robbery,08. Robbery,0.0,12,12
Odisha,2003,TVC- Robbery,08. Robbery,0.0,633,633
Punjab,2003,TVC- Robbery,08. Robbery,0.0,61,61
Tamil Nadu,2003,TVC- Robbery,08. Robbery,18.0,455,473
Uttarakhand,2003,TVC- Robbery,08. Robbery,0.0,60,60
West Bengal,2003,TVC- Robbery,08. Robbery,0.0,225,225
Andaman & Nicobar Islands,2004,TVC- Robbery,08. Robbery,0.0,3,3
Andhra Pradesh,2004,TVC- Robbery,08. Robbery,0.0,440,440
Arunachal Pradesh,2004,TVC- Robbery,08. Robbery,0.0,12,12
Assam,2004,TVC- Robbery,08. Robbery,21.0,252,273
Bihar,2004,TVC- Robbery,08. Robbery,1.0,850,851
Chandigarh,2004,TVC- Robbery,08. Robbery,0.0,4,4
Chhattisgarh,2004,TVC- Robbery,08. Robbery,4.0,270,274
Dadra & Nagar Haveli,2004,TVC- Robbery,08. Robbery,0.0,1,1
Gujarat,2004,TVC- Robbery,08. Robbery,3.0,330,333
Himachal Pradesh,2004,TVC- Robbery,08. Robbery,0.0,15,15
Karnataka,2004,TVC- Robbery,08. Robbery,0.0,449,449
Kerala,2004,TVC- Robbery,08. Robbery,1.0,186,187
Maharashtra,2004,TVC- Robbery,08. Robbery,0.0,964,964
Manipur,2004,TVC- Robbery,08. Robbery,0.0,2,2
Meghalaya,2004,TVC- Robbery,08. Robbery,0.0,21,21
Mizoram,2004,TVC- Robbery,08. Robbery,3.0,15,18
Nagaland,2004,TVC- Robbery,08. Robbery,5.0,148,153
Odisha,2004,TVC- Robbery,08. Robbery,0.0,588,588
Punjab,2004,TVC- Robbery,08. Robbery,17.0,27,44
Tamil Nadu,2004,TVC- Robbery,08. Robbery,5.0,456,461
Uttar Pradesh,2004,TVC- Robbery,08. Robbery,0.0,1889,1889
West Bengal,2004,TVC- Robbery,08. Robbery,0.0,89,89
Andhra Pradesh,2005,TVC- Robbery,08. Robbery,0.0,424,424
Arunachal Pradesh,2005,TVC- Robbery,08. Robbery,0.0,26,26
Assam,2005,TVC- Robbery,08. Robbery,5.0,270,275
Bihar,2005,TVC- Robbery,08. Robbery,5.0,824,829
Chandigarh,2005,TVC- Robbery,08. Robbery,0.0,2,2
Chhattisgarh,2005,TVC- Robbery,08. Robbery,121.0,246,367
Gujarat,2005,TVC- Robbery,08. Robbery,3.0,307,310
Haryana,2005,TVC- Robbery,08. Robbery,0.0,338,338
Himachal Pradesh,2005,TVC- Robbery,08. Robbery,0.0,15,15
Jammu & Kashmir,2005,TVC- Robbery,08. Robbery,0.0,38,38
Jharkhand,2005,TVC- Robbery,08. Robbery,7.0,442,449
Karnataka,2005,TVC- Robbery,08. Robbery,0.0,612,612
Maharashtra,2005,TVC- Robbery,08. Robbery,12.0,991,1003
Manipur,2005,TVC- Robbery,08. Robbery,0.0,2,2
Meghalaya,2005,TVC- Robbery,08. Robbery,3.0,29,32
Mizoram,2005,TVC- Robbery,08. Robbery,0.0,3,3
Nagaland,2005,TVC- Robbery,08. Robbery,0.0,239,239
Odisha,2005,TVC- Robbery,08. Robbery,0.0,535,535
Punjab,2005,TVC- Robbery,08. Robbery,0.0,43,43
Tamil Nadu,2005,TVC- Robbery,08. Robbery,3.0,543,546
Uttar Pradesh,2005,TVC- Robbery,08. Robbery,0.0,1579,1579
West Bengal,2005,TVC- Robbery,08. Robbery,0.0,92,92
Andhra Pradesh,2006,TVC- Robbery,08. Robbery,0.0,507,507
Arunachal Pradesh,2006,TVC- Robbery,08. Robbery,0.0,26,26
Assam,2006,TVC- Robbery,08. Robbery,7.0,232,239
Bihar,2006,TVC- Robbery,08. Robbery,16.0,934,950
Chandigarh,2006,TVC- Robbery,08. Robbery,0.0,10,10
